X,Y,OBJECTID,Codigo_DANE_anterior,DANE_Letra,DANE_Actual,DIRECCION,ESTABLECIMIENTO_EDUCATIVO,SEDE,Zona,Identificador,POINT_X,POINT_Y,POINT_Z,BARRIO,COMUNA,VEREDA_COMUNIDAD,COD_DANE_DEPMUN,MUNICIPIO,PROVINCIA,NOMBRE_GEOGRAFICO,CATEGORIA,CORREGIMIENTO,VEREDA_IGAC,Estado_InfraestructuraE,PROV_ORIG,MUNI_ORIG,INST_ORIG,SEDE_ORIG
1124890.9573,1304365.1528,1,168132000199,168132000199A,16813200019901,PERIMETRO URBANO,COLEGIO_INTEGRADO_SAN_ANTONIO_CALIFORNIA,COLEGIO_INTEGRADO_SAN_ANTONIO,URBANA,168,-72.9469559999282,7.34754399971421,0,,,CABECERA_MUNICIPAL,68132,CALIFORNIA,SOTO_NORTE,ZONA URBANA,Cabecera Municipal,,CABECERA_MUNICIPAL,Deficit,,,COLEGIO INTEGRADO SAN ANTONIO,COLEGIO INTEGRADO SAN ANTONIO
1129412.5908,1307317.021,2,268132000142,168132000199D,16813200019904,VEREDA ANGOSTURAS,COLEGIO_INTEGRADO_SAN_ANTONIO_CALIFORNIA,ESCUELA_RURAL_ANGOSTURAS,RURAL,169,-72.9059920002141,7.37420800038633,0,,,ANGOSTURAS,68132,CALIFORNIA,SOTO_NORTE,ANGOSTURAS,Vereda,,ANGOSTURAS,Deficit,,,COLEGIO INTEGRADO SAN ANTONIO,ESCUELA RURAL ANGOSTURAS
1124876.6179,1304314.1919,3,168132000245,168132000199B,16813200019902,PERIMETRO URBANO,COLEGIO_INTEGRADO_SAN_ANTONIO_CALIFORNIA,ESCUELA_URBANA_EL_DIVINO_NINO,URBANA,170,-72.947086111108,7.34708333262636,0,,,CABECERA_MUNICIPAL,68132,CALIFORNIA,SOTO_NORTE,ZONA URBANA,Cabecera Municipal,,CABECERA_MUNICIPAL,Alerta,,,COLEGIO INTEGRADO SAN ANTONIO,ESCUELA URBANA EL DIVINO NIÑO
1116013.5897,1296129.8504,4,268169000126,168169000296P,16816900029616,VEREDA LA PLAYA,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_EL_ALINADERO,RURAL,265,-73.0273749999235,7.27312499955539,0,,,PICO_Y_PALMA,68169,CHARTA,SOTO_NORTE,PICO Y PALMA,Vereda,,PICO_Y_PALMA,Cumple,,,INSTITUTO AGRICOLA,ESCUELA RURAL EL ALIÑADERO
1117596.7106,1295220.093,5,268169000118,168169000296O,16816900029615,VEREDA CARBONAL,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_EL_CARBONAL,RURAL,266,-73.0130444443227,7.26489444363377,0,,,CARBONAL,68169,CHARTA,SOTO_NORTE,CARBONAL,Vereda,,CARBONAL,Cumple,,,INSTITUTO AGRICOLA,ESCUELA RURAL EL CARBONAL
1129391.8193,1307336.0324,6,268132000231,168132000199E,16813200019905,VEREDA LA BAJA,COLEGIO_INTEGRADO_SAN_ANTONIO_CALIFORNIA,ESCUELA_RURAL_LA_BAJA,RURAL,276,-72.9061799997438,7.37437999978061,0,,,ANGOSTURAS,68132,CALIFORNIA,SOTO_NORTE,ANGOSTURAS,Vereda,,ANGOSTURAS,Deficit,,,COLEGIO INTEGRADO SAN ANTONIO,ESCUELA RURAL LA BAJA
1123282.3077,1295248.1617,7,268169000185,168169000296D,16816900029604,VEREDA EL ROBLE,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_EL_ROBLE,RURAL,303,-72.961566666699,7.26512499959687,0,,,EL_ROBLE,68169,CHARTA,SOTO_NORTE,EL ROBLE,Vereda,,EL_ROBLE,Alerta,,,INSTITUTO AGRICOLA,ESCUELA RURAL EL ROBLE
1128123.8987,1295268.9715,8,268169000282,168169000296I,16816900029609,VEREDA EL CENTRO,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_EL_TABOR,RURAL,304,-72.9177305556195,7.26528888874015,0,,,CENTRO,68169,CHARTA,SOTO_NORTE,CENTRO,Vereda,,CENTRO,Cumple,,,INSTITUTO AGRICOLA,ESCUELA RURAL EL TABOR
1112930.1948,1289626.0234,9,268169000070,168169000296M,16816900029613,VEREDA LA AGUADA,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_LA_AGUADA,RURAL,305,-73.0553111106777,7.21433333286686,0,,,OIDOR,68169,CHARTA,SOTO_NORTE,OIDOR,Vereda,LA_AGUADA,LA_AGUADA,Deficit,,,INSTITUTO AGRICOLA,ESCUELA RURAL LA AGUADA
1121862.2639,1299335.6335,10,268169000061,168169000296E,16816900029605,VEREDA LA RINCONADA,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_LA_RINCONADA,RURAL,306,-72.9744055555483,7.3020861107332,0,,,LA_RINCONADA,68169,CHARTA,SOTO_NORTE,LA RINCONADA,Vereda,,LA_RINCONADA,Alerta,,,INSTITUTO AGRICOLA,ESCUELA RURAL LA RINCONADA
1118496.8394,1296713.6574,11,268169000207,168169000296H,16816900029608,VERERA PICO Y PALMA,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_LAGUNILLAS,RURAL,307,-73.0048888888524,7.27839444439905,0,,,PICO_Y_PALMA,68169,CHARTA,SOTO_NORTE,PICO Y PALMA,Vereda,,PICO_Y_PALMA,Cumple,,,INSTITUTO AGRICOLA,ESCUELA RURAL LAGUNILLAS
1119158.4288,1297073.1022,12,268169000177,168169000296G,16816900029607,VEREDA PANTANOS,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_PANTANOS,RURAL,308,-72.9988972218074,7.28164166683903,0,,,PANTANOS,68169,CHARTA,SOTO_NORTE,PANTANOS,Vereda,,PANTANOS,Cumple,,,INSTITUTO AGRICOLA,ESCUELA RURAL PANTANOS
1113125.7427,1288350.7189,13,268169000045,168169000296K,16816900029611,VEREDA DE PERICO,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_PERICO,RURAL,309,-73.0535444443205,7.20280277784012,0,,,PERICOS,68169,CHARTA,SOTO_NORTE,PERICOS,Vereda,,PERICOS,Alerta,,,INSTITUTO AGRICOLA,ESCUELA RURAL PERICO
1115831.4252,1293459.2303,14,268169000215,168169000296J,16816900029610,CORREGIMIENTO DE PIRITA,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_PIRITA,RURAL,310,-73.0290333332094,7.24898055618627,0,,,PIRITA,68169,CHARTA,SOTO_NORTE,CENTRO POBLADO PIRITA,Corregimiento,PIRITA,PIRITA,Cumple,,,INSTITUTO AGRICOLA,ESCUELA RURAL PIRITA
1122506.1377,1297004.281,15,168169000229,168169000296B,16816900029602,CASCO URBANO,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_URBANA_GARCIA_CADENA,URBANA,311,-72.9685861106194,7.28100555602011,0,,,CABECERA_MUNICIPAL,68169,CHARTA,SOTO_NORTE,CABECERA MUNICIPAL,Cabecera Municipal,,CABECERA_MUNICIPAL,Deficit,,,INSTITUTO AGRICOLA,ESCUELA URBANA GARCIA CADENA
1122198.4633,1296983.828,16,168169000296,168169000296A,16816900029601,CARRERA 1 CALLE 1,INSTITUTO_AGRICOLA_CHARTA,INSTITUTO_AGRICOLA,URBANA,312,-72.9713719999746,7.28082200043659,0,,,CENTRO,68169,CHARTA,SOTO_NORTE,CENTRO,Vereda,,CENTRO,Alerta,,,INSTITUTO AGRICOLA,INSTITUTO AGRICOLA
1109988.0208,1330775.7667,17,268255000198,268255000058H,26825500005808,VEREDA RURAL EL PINO,INSTITUCION_EDUCATIVA_BETANIA_EL_PLAYON,ESCUELA_RURAL_EL_PINO,RURAL,496,-73.081849999769,7.58637499992249,0,,,EL_PINO,68255,EL_PLAYON,METROPOLITANA,EL PINO,Vereda,,MADROÑOS,Deficit,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA BETANIA,ESCUELA RURAL EL PINO
1101904.2836,1323620.864,18,268255001259,268255000058J,26825500005810,VEREDA SAN ANTONIO,INSTITUCION_EDUCATIVA_BETANIA_EL_PLAYON,ESCUELA_RURAL_SAN_ANTONIO,RURAL,498,-73.1551000001755,7.52169999995207,0,,,BETANIA,68255,EL_PLAYON,METROPOLITANA,BETANIA,Vereda,BETANIA,SAN_BENITO,Deficit,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA BETANIA,ESCUELA RURAL SAN ANTONIO
1105063.6535,1329696.3588,19,268255000325,268255000058D,26825500005804,VEREDA SAN JOSE DE MADROÑOS,INSTITUCION_EDUCATIVA_BETANIA_EL_PLAYON,ESCUELA_RURAL_SAN_JOSE_DE_MADRONOS,RURAL,499,-73.1264694440515,7.576625000002,0,,,EL_PINO,68255,EL_PLAYON,METROPOLITANA,EL PINO,Vereda,,MADROÑOS,Alerta,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA BETANIA,ESCUELA RURAL SAN JOSE DE MADROÑOS
1110799.889,1318584.8896,20,268255000040,268255000147C,26825500014703,CORREGIMIENTO EL FILO,INSTITUCION_EDUCATIVA_SAN_IGNAC,ESCUELA_RURAL_EL_FILO,RURAL,501,-73.0745250001519,7.47615555595265,0,,,EL_FILO,68255,EL_PLAYON,METROPOLITANA,EL FILO,Vereda,,EL_FILO,Deficit,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA SAN IGNACIO,ESCUELA RURAL EL FILO
1100561.3259,1313933.703,21,268615001417,268255000147F,26825500014706,VEREDA LAS ROCAS,INSTITUCION_EDUCATIVA_SAN_IGNAC,ESCUELA_RURAL_LAS_ROCAS,RURAL,502,-73.167272222417,7.43411944409848,0,,,LA_AGUADA,68255,EL_PLAYON,METROPOLITANA,LA AGUADA,Vereda,,SANTA_BÁRBARA,Deficit,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA SAN IGNACIO,ESCUELA RURAL LAS ROCAS
1109585.465,1316454.1621,22,268255000465,268255000147D,26825500014704,VEREDA PENSILVANIA,COLEGIO_TECNICO_AGROPECUARIO_NU,ESCUELA_RURAL_PENSILVANIA,RURAL,503,-73.0855305558138,7.45689444386612,0,,,MÁVEDA,68444,MATANZA,SOTO_NORTE,MÁVEDA,Vereda,,PLAZUELA,Alerta,,,INSTITUCION EDUCATIVA SAN IGNACIO,ESCUELA RURAL PENSILVANIA
1104242.3391,1315124.2698,23,268255000147,268255000147A,26825500014701,VEREDA SAN IGNACIO,INSTITUCION_EDUCATIVA_SAN_IGNAC,INSTITUCION_EDUCATIVA_SAN_IGNACIO,RURAL,504,-73.1339299997237,7.44488000020475,0,,,LA_AGUADA,68255,EL_PLAYON,METROPOLITANA,LA AGUADA,Vereda,,SANTA_BÁRBARA,Deficit,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA SAN IGNACIO,INSTITUCION EDUCATIVA SAN IGNACIO
1115710.0358,1291498.3632,24,268169000100,168169000296L,16816900029612,VEREDA EL PALCHO,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_EL_PALCHO,RURAL,583,-73.0301388890004,7.23125277758884,0,,,EL_PALCHO,68169,CHARTA,SOTO_NORTE,EL PALCHO,Vereda,LA_AGUADA,LA_AGUADA,Alerta,,,INSTITUTO AGRICOLA,ESCUELA RURAL EL PALCHO
1115315.4568,1292366.4909,25,268169000193,168169000296N,16816900029614,VEREDA EL PUERTO,INSTITUTO_AGRICOLA_CHARTA,ESCUELA_RURAL_EL_PUERTO,RURAL,584,-73.033708332958,7.23910277788916,0,,,PUERTO,68169,CHARTA,SOTO_NORTE,PUERTO,Vereda,,PUERTO,Alerta,,,INSTITUTO AGRICOLA,ESCUELA RURAL EL PUERTO
1103493.4161,1324327.3839,26,268255001518,268255000317H,26825500031708,VEREDA SAN LUIS DEL SUR,COLEGIO_SAN_FRANCISCO_DE_ASIS_EL_PLAYON,ESCUELA_RURAL_SAN_LUIS_DEL_SUR,RURAL,761,-73.1407027777644,7.52808611102265,0,,,BETANIA,68255,EL_PLAYON,METROPOLITANA,BETANIA,Vereda,BETANIA,SAN_BENITO,Deficit,METROPOLITANA,EL_PLAYÓN,COLEGIO SAN FRANCISCO DE ASIS,ESCUELA RURAL SAN LUIS DEL SUR
1104848.5207,1325257.3201,27,268255000171,268255000317L,26825500031712,VEREDA VEGAS DE BETA,COLEGIO_SAN_FRANCISCO_DE_ASIS_EL_PLAYON,ESCUELA_RURAL_VEGAS_DE_BETANIA,RURAL,764,-73.1284250000329,7.53649199971472,0,,,BETANIA,68255,EL_PLAYON,METROPOLITANA,BETANIA,Vereda,BETANIA,SAN_BENITO,Alerta,METROPOLITANA,EL_PLAYÓN,COLEGIO SAN FRANCISCO DE ASIS,ESCUELA RURAL VEGAS DE BETANIA
1107694.9152,1327551.9652,28,268255000236,268255000058I,26825500005809,VEREDA SAN BENITO,INSTITUCION_EDUCATIVA_BETANIA_EL_PLAYON,ESCUELA_RURAL_LA_QUINTA,RURAL,765,-73.1026333329702,7.55723333309353,0,,,BETANIA,68255,EL_PLAYON,METROPOLITANA,BETANIA,Vereda,BETANIA,SAN_BENITO,Alerta,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA BETANIA,ESCUELA RURAL LA QUINTA
1109664.5108,1328684.2861,29,268255001399,268255000058G,26825500005807,VEREDA SALAZARES,INSTITUCION_EDUCATIVA_BETANIA_EL_PLAYON,ESCUELA_RURAL_SALAZARES,RURAL,767,-73.0847861114429,7.56746666697038,0,,,EL_PINO,68255,EL_PLAYON,METROPOLITANA,EL PINO,Vereda,,MADROÑOS,Cumple,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA BETANIA,ESCUELA RURAL SALAZARES
1103663.3217,1328630.3396,30,268255000228,268255000058E,26825500005805,VEREDA SANTA ROSA,INSTITUCION_EDUCATIVA_BETANIA_EL_PLAYON,ESCUELA_RURAL_SANTA_ROSA,RURAL,769,-73.1391583332907,7.56698888924105,0,,,MIRAFLORES,68255,EL_PLAYON,METROPOLITANA,MIRAFLORES,Vereda,,MIRAFLORES,Alerta,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA BETANIA,ESCUELA RURAL SANTA ROSA
1107883.9264,1318524.9048,31,268255000074,268255000147B,26825500014702,CORREGIMIENTO LA AGUADA,INSTITUCION_EDUCATIVA_SAN_IGNAC,ESCUELA_RURAL_LA_AGUADA,RURAL,770,-73.1009388894291,7.47561944405896,0,,,LA_AGUADA,68255,EL_PLAYON,METROPOLITANA,LA AGUADA,Vereda,,SANTA_BÁRBARA,Deficit,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA SAN IGNACIO,ESCUELA RURAL LA AGUADA
1108181.8812,1323104.4206,32,268255000406,268255000147E,26825500014705,VEREDA SANTA BARBARA,INSTITUCION_EDUCATIVA_SAN_IGNAC,ESCUELA_RURAL_SANTA_BARBARA,RURAL,771,-73.0982305559099,7.51702222220847,0,,,SANTA_BÁRBARA,68255,EL_PLAYON,METROPOLITANA,SANTA BÁRBARA,Vereda,,SANTA_BÁRBARA,Alerta,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA SAN IGNACIO,ESCUELA RURAL SANTA BARBARA
1106000.5637,1319614.6465,33,268255001488,268255000139E,26825500013905,VEREDA LAS SALTERAS,INSTITUCION_EDUCATIVA_SAN_PEDRO_EL_PLAYON,ESCUELA_RURAL_LAS_SALTERAS,RURAL,774,-73.1179972221801,7.48547500036539,0,,,LA_AGUADA,68255,EL_PLAYON,METROPOLITANA,LA AGUADA,Vereda,,SANTA_BÁRBARA,Alerta,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA SAN PEDRO DE LA TIGRA,ESCUELA RURAL LAS SALTERAS
1111451.6519,1317115.5236,34,268255001321,168255000011L,16825500001112,VEREDA EL ROSARIO,INST_INTG_COMERCIO_CAMILO_TORRE,ESCUELA_RURAL_EL_ROSARIO,RURAL,776,-73.0686249999184,7.46286944402373,0,,,EL_FILO,68255,EL_PLAYON,METROPOLITANA,EL FILO,Vereda,,EL_FILO,Alerta,METROPOLITANA,EL_PLAYÓN,INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES,ESCUELA RURAL EL ROSARIO
1103191.5036,1320971.6427,35,268255001348,168255000011G,16825500001107,VEREDA LA NARANJERA,INST_INTG_COMERCIO_CAMILO_TORRE,ESCUELA_RURAL_LA_NARANJERA,RURAL,777,-73.1434416666851,7.49774722173866,0,,,SAN_BENITO,68255,EL_PLAYON,METROPOLITANA,SAN BENITO,Vereda,,QUINALES,Cumple,METROPOLITANA,EL_PLAYÓN,INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES,ESCUELA RURAL LA NARANJERA
1117294.4936,1301733.4836,36,168444000285,168444000285A,16844400028501,CARRERA 4 NO. 5 - 26,COLEGIO_INTEGRADO_LAS_MERCEDES,ESCUELA_RURAL_EL_GUAYABITO,URBANA,1059,-73.0157570001997,7.32378299967365,0,,,CABECERA_MUNICIPAL,68444,MATANZA,SOTO_NORTE,CABECERA MUNICIPAL,Cabecera Municipal,,CABECERA_MUNICIPAL,Deficit,,,COLEGIO INTEGRADO LAS MERCEDES,COLEGIO INTEGRADO LAS MERCEDES
1118463.5841,1303441.289,37,268444000131,168444000285B,16844400028502,VEREDA SANTA BARBARA,COLEGIO_INTEGRADO_LAS_MERCEDES,ESCUELA_RURAL_EL_GUAYABITO,RURAL,1060,-73.0051640001331,7.33921900026906,0,,,BÁCHIGA,68444,MATANZA,SOTO_NORTE,BÁCHIGA,Vereda,,BÁCHIGA,Deficit,,,COLEGIO INTEGRADO LAS MERCEDES,ESCUELA RURAL BACHIGA
1119390.4393,1303151.4464,38,268444000174,168444000285C,16844400028503,VEREDA LA OVEJERA,COLEGIO_INTEGRADO_LAS_MERCEDES,ESCUELA_RURAL_EL_GUAYABITO,RURAL,1061,-72.9967719998114,7.33659499962928,0,,,BULCARÉ,68444,MATANZA,SOTO_NORTE,BULCARÉ,Vereda,,BULCARÉ,Deficit,,,COLEGIO INTEGRADO LAS MERCEDES,ESCUELA RURAL EL GUAYABITO
1118210.7611,1298587.5117,39,268444000115,168444000285E,16844400028505,VEREDA LA OVEJERA,COLEGIO_INTEGRADO_LAS_MERCEDES,ESCUELA_RURAL_EL_GUAYABITO,RURAL,1065,-73.0074720003871,7.29533700021539,0,,,OVEJERA,68444,MATANZA,SOTO_NORTE,OVEJERA,Vereda,,OVEJERA,Deficit,,,COLEGIO INTEGRADO LAS MERCEDES,ESCUELA RURAL LA OVEJERA
1118867.7418,1300942.0623,40,268444000018,168444000285D,16844400028504,VEREDA SIAGA,COLEGIO_INTEGRADO_LAS_MERCEDES,ESCUELA_RURAL_EL_GUAYABITO,RURAL,1070,-73.0015140003706,7.3166219996223,0,,,SANTA_BÁRBARA,68444,MATANZA,SOTO_NORTE,SANTA BÁRBARA,Vereda,,SANTA_BÁRBARA,Deficit,,,COLEGIO INTEGRADO LAS MERCEDES,ESCUELA RURAL SANTA BARBARA
1114094.6811,1298485.1225,41,268444000212,168444000285F,16844400028506,VEREDA  SIAGA,COLEGIO_INTEGRADO_LAS_MERCEDES,ESCUELA_RURAL_EL_GUAYABITO,RURAL,1071,-73.0447419997812,7.29442500026762,0,,,CIAGÁ,68444,MATANZA,SOTO_NORTE,CIAGÁ,Vereda,,CIAGÁ,Alerta,,,COLEGIO INTEGRADO LAS MERCEDES,ESCUELA RURAL SIAGA
1108072.3371,1298557.2748,42,268444000204,268444000093E,26844400009305,VEREDA EL AVENTINO,COLEGIO_LIZCANO_FLOREZ,ESCUELA_RURAL_LA_CUCHILLA_1,RURAL,1073,-73.0992720004216,7.2950919995659,0,,,AVENTINO,68444,MATANZA,SOTO_NORTE,AVENTINO,Vereda,LA_CAPILLA,VEGA_GRANDE,Alerta,,,COLEGIO LIZCANO FLOREZ,ESCUELA RURAL EL AVENTINO
1108727.6525,1299681.6307,43,268444000182,268444000093B,26844400009302,VEREDA LA CAPILLA,COLEGIO_LIZCANO_FLOREZ,ESCUELA_RURAL_LA_CUCHILLA_1,RURAL,1074,-73.0933359997959,7.30525599998266,0,,,LA_CAPILLA,68444,MATANZA,SOTO_NORTE,CENTRO POBLADO LA CAPILLA,Corregimiento,LA_CAPILLA,LA_CAPILLA,Deficit,,,COLEGIO LIZCANO FLOREZ,ESCUELA RURAL LA CAPILLA
1111864.5507,1298074.8846,44,268444000166,268444000093D,26844400009304,VEREDA LA CUCHILLA,COLEGIO_LIZCANO_FLOREZ,ESCUELA_RURAL_LA_CUCHILLA_1,RURAL,1075,-73.0649361114416,7.29072222175251,0,,,CUCHILLA,68444,MATANZA,SOTO_NORTE,CUCHILLA,Vereda,,VENADILLO,Cumple,,,COLEGIO LIZCANO FLOREZ,ESCUELA RURAL LA CUCHILLA
1108297.2882,1300839.1778,45,268444000191,268444000093C,26844400009303,VEREDA SAN CARLOS,COLEGIO_LIZCANO_FLOREZ,ESCUELA_RURAL_LA_CUCHILLA_1,RURAL,1076,-73.0972305559379,7.31572222225679,0,,,SAN_CARLOS,68444,MATANZA,SOTO_NORTE,SAN CARLOS,Vereda,LA_CAPILLA,SAN_CARLOS,Alerta,,,COLEGIO LIZCANO FLOREZ,ESCUELA RURAL SAN CARLOS
1108506.6508,1307032.2171,46,468444000441,468444000441A,46844400044101,CALLE 4 No. 6-25 STA CRUZ DE LA COLINA,COLEGIO_TECNICO_AGROPECUARIO_NU,COLEGIO_TECNICO_AGROPECUARIO_NUESTRA_SENORA_DE_LA_PAZ,RURAL,1077,-73.0953220001538,7.37171300043077,0,,,PLAZUELA,68444,MATANZA,SOTO_NORTE,CENTRO POBLADO SANTA CRUZ DE LA COLINA,Corregimiento,SANTA_CRUZ_DE_LA_COLINA,PLAZUELA,Cumple,,,COLEGIO TECNICO AGROPECUARIO NUESTRA SEÑORA DE LA PAZ,COLEGIO TECNICO AGROPECUARIO NUESTRA SEÑORA DE LA PAZ
1108891.9166,1305556.7144,47,268615001859,468444000441F,46844400044106,VEREDA QUEBRADITAS,COLEGIO_TECNICO_AGROPECUARIO_NU,ESCUELA_RURAL_ALTO_BRAVO,RURAL,1078,-73.0918361106096,7.3583722224171,0,,,EL_FILO,68444,MATANZA,SOTO_NORTE,EL FILO,Vereda,SANTA_CRUZ_DE_LA_COLINA,QUEBRADITAS,Alerta,,,COLEGIO TECNICO AGROPECUARIO NUESTRA SEÑORA DE LA PAZ,ESCUELA RURAL ALTO BRAVO
1108133.223,1303443.0373,48,268615001867,468444000441E,46844400044105,VEREDA BREMEN,COLEGIO_TECNICO_AGROPECUARIO_NU,ESCUELA_RURAL_PROVINCIAS,RURAL,1079,-73.0987110004527,7.33926399968444,0,,,BREMEN,68444,MATANZA,SOTO_NORTE,BREMEN,Vereda,SANTA_CRUZ_DE_LA_COLINA,PROVINCIA,Alerta,,,COLEGIO TECNICO AGROPECUARIO NUESTRA SEÑORA DE LA PAZ,ESCUELA RURAL PROVINCIAS
1110144.3782,1308892.7974,49,268444000484,468444000441H,46844400044108,VEREDA SANTA ANA,COLEGIO_TECNICO_AGROPECUARIO_NU,ESCUELA_RURAL_SANTA_ANA,RURAL,1080,-73.0804860001581,7.38853100019404,0,,,SANTA_ANA,68444,MATANZA,SOTO_NORTE,SANTA ANA,Vereda,SANTA_CRUZ_DE_LA_COLINA,SANTANA,Deficit,,,COLEGIO TECNICO AGROPECUARIO NUESTRA SEÑORA DE LA PAZ,ESCUELA RURAL SANTA ANA
1110145.7843,1305630.4328,50,268615001913,468444000441I,46844400044109,VEREDA SANTA MARTA,COLEGIO_TECNICO_AGROPECUARIO_NU,ESCUELA_RURAL_SANTA_MARTA,RURAL,1081,-73.080481000034,7.35903600021252,0,,,SANTA_MARTA,68444,MATANZA,SOTO_NORTE,SANTA MARTA,Vereda,SANTA_CRUZ_DE_LA_COLINA,SANTA_MARTA,Alerta,,,COLEGIO TECNICO AGROPECUARIO NUESTRA SEÑORA DE LA PAZ,ESCUELA RURAL SANTA MARTA
1113699.386,1312892.2213,51,268444000450,468444000441C,46844400044103,VEREDA SINAI,COLEGIO_TECNICO_AGROPECUARIO_NU,ESCUELA_RURAL_SINAI,RURAL,1082,-73.0482777783827,7.42468055569934,0,,,SINAÍ,68444,MATANZA,SOTO_NORTE,SINAÍ,Vereda,SANTA_CRUZ_DE_LA_COLINA,PLAZUELA,Cumple,,,COLEGIO TECNICO AGROPECUARIO NUESTRA SEÑORA DE LA PAZ,ESCUELA RURAL SINAI
1107276.5642,1316690.3099,52,268615002073,268615000046C,26861500004603,VEREDA MIRAFLORES,INSTITUCION_EDUCATIVA_LLANA_DE,ESCUELA_RURAL_MIRAFLORES,RURAL,1462,-73.1064440003867,7.45903400007833,0,,,MIRAFLORES,68615,RIONEGRO,METROPOLITANA,MIRAFLORES,Vereda,VILLA_PAZ_MISIGUAY,LA_AGUADA,Deficit,,,INSTITUCION EDUCATIVA LA CEIBA,ESCUELA RURAL MIRAFLORES
1104227.3435,1310346.4709,53,268615000976,268615000046G,26861500004607,VEREDA MISIGUAY,INSTITUCION_EDUCATIVA_LLANA_DE,ESCUELA_RURAL_MISIGUAY,RURAL,1463,-73.1340719996458,7.4016839996587,0,,,MISIGUAY,68615,RIONEGRO,METROPOLITANA,MISIGUAY,Vereda,VILLA_PAZ_MISIGUAY,VILLA_PAZ,Deficit,,,INSTITUCION EDUCATIVA LA CEIBA,ESCUELA RURAL MISIGUAY
1103251.0149,1308017.3982,54,268615000852,268615000046L,26861500004612,CORREGIMIENTO VILLA PAZ,INSTITUCION_EDUCATIVA_LLANA_DE,ESCUELA_RURAL_VILLA_PAZ,RURAL,1464,-73.1429169997384,7.38062799956079,0,,,VILLA_PAZ,68615,RIONEGRO,METROPOLITANA,VILLA PAZ,Vereda,VILLA_PAZ_MISIGUAY,VILLA_PAZ,Alerta,,,INSTITUCION EDUCATIVA LA CEIBA,ESCUELA RURAL VILLA PAZ
1103309.3144,1308132.2893,55,268615002332,268615000941H,26861500094108,VEREDA LA PAZ,INSTITUCION_EDUCATIVA_EL_PORTIC,ESCUELA_RURAL_LA_PAZ,RURAL,1664,-73.1423888890517,7.38166666657154,0,,,VILLA_PAZ,68615,RIONEGRO,METROPOLITANA,VILLA PAZ,Vereda,VILLA_PAZ_MISIGUAY,VILLA_PAZ,Alerta,,,INSTITUCION EDUCATIVA EL PORTICO,ESCUELA RURAL LA PAZ
1103593.2024,1306796.7394,56,268615002154,268615000046B,26861500004602,VEREDA AGUA BLANCA,INSTITUCION_EDUCATIVA_LLANA_DE,ESCUELA_RURAL_AGUA_BLANCA,RURAL,1672,-73.1398194441217,7.36959166667478,0,,,VILLA_PAZ,68615,RIONEGRO,METROPOLITANA,VILLA PAZ,Vereda,VILLA_PAZ_MISIGUAY,VILLA_PAZ,Deficit,,,INSTITUCION EDUCATIVA LA CEIBA,ESCUELA RURAL AGUA BLANCA
1102161.8501,1314501.616,57,268615002391,268615000046D,26861500004604,VEREDA CRUCES DE PANAMA,INSTITUCION_EDUCATIVA_BETANIA_EL_PLAYON,ESCUELA_RURAL_LOS_CUCHAROS,RURAL,1675,-73.1527749998506,7.43925277768878,0,,,LA_AGUADA,68255,EL_PLAYON,METROPOLITANA,LA AGUADA,Vereda,,SANTA_BÁRBARA,Deficit,METROPOLITANA,EL_PLAYÓN,INSTITUCION EDUCATIVA LA CEIBA,ESCUELA RURAL LOS CUCHAROS
